title,content,helpful,unhelpful,product_url
Hands down all around earbuds king for me,"I bought dozens of pairs of earbuds for years and years... I own some of the premium expensive ones like the Sony, xm5s etc. And I'm telling you right now that the best all-around with the King feature of water resistance are these... Plus the codecs are very good and the battery life is sensational",0,0,https://www.bestbuy.com/site/reviews/jabra-elite-8-active-gen-2-military-grade-wireless-in-ear-headphones-with-smart-case-black/6582100?variant=A&pageSize=20&sku=6582100&sort=BEST_REVIEW&variant=A&page=2
Jabra Elite 8…up there with 10,The fit feels good! Very comfortable and they sound good.,0,0,https://www.bestbuy.com/site/reviews/jabra-elite-8-active-gen-2-military-grade-wireless-in-ear-headphones-with-smart-case-black/6582100?variant=A&pageSize=20&sku=6582100&sort=BEST_REVIEW&variant=A&page=2
Great for working out,Best workout earbuds that I’ve found. Really secure and sound good.,0,0,https://www.bestbuy.com/site/reviews/jabra-elite-8-active-gen-2-military-grade-wireless-in-ear-headphones-with-smart-case-black/6582100?variant=A&pageSize=20&sku=6582100&sort=BEST_REVIEW&variant=A&page=2
Great All-Around Earbuds,Great fit. They don't hurt my ears even after wearing them for a long time. They also feel firmly in place while doing various kind of exercise as well as while chewing. About to get another pair for my wife now that she has tried mine.,0,0,https://www.bestbuy.com/site/reviews/jabra-elite-8-active-gen-2-military-grade-wireless-in-ear-headphones-with-smart-case-black/6582100?variant=A&pageSize=20&sku=6582100&sort=BEST_REVIEW&variant=A&page=2
Jabra elite 8 gen 2,Good sound quality and they stay in mr ears really well.,0,0,https://www.bestbuy.com/site/reviews/jabra-elite-8-active-gen-2-military-grade-wireless-in-ear-headphones-with-smart-case-black/6582100?variant=A&pageSize=20&sku=6582100&sort=BEST_REVIEW&variant=A&page=2
"Fine in quality, insane QOL decisions","These earbuds leave me conflicted; on one hand they’re very comfortable, durable, and the battery life is great. On the other, there are some design choices that confuse and frustrate me. Firstly, the left earbud can’t work independently, only the right can. Also, since the last set of Jabras I owned, they have REMOVED THE OPTION TO TURN OFF ANC OR HEARTHROUGH. The option is just gone, and the noise cancellation can’t keep up with any significant amount of wind blowing across the microphone (like one would encounter biking or running). So half of the time I can’t hear my music over the sound of the noise cancellation failing. This single issue stops these from being 5 star product all on its own for me, as I can’t use my fitness earbuds for either of my main exercises. Sad to say I dropped almost $250 on a product that feels worse to use than a previous (and less expensive) edition of the same brand.",0,0,https://www.bestbuy.com/site/reviews/jabra-elite-8-active-gen-2-military-grade-wireless-in-ear-headphones-with-smart-case-black/6582100?variant=A&pageSize=20&sku=6582100&sort=BEST_REVIEW&variant=A&page=2
Great sound and call quality but poor connectivity,Sound great but connectivity to my iPhone is lackluster.,0,0,https://www.bestbuy.com/site/reviews/jabra-elite-8-active-gen-2-military-grade-wireless-in-ear-headphones-with-smart-case-black/6582100?variant=A&pageSize=20&sku=6582100&sort=BEST_REVIEW&variant=A&page=2
Perfect,"Outstanding product that hits all the marks I was looking for. The most comfortable earbuds I've used for running or any other intense exercise. They are also some of the only earbuds that don't fall out when I go on runs. Sound quality is fantastic and on par with other high end earbuds. The app and software are excellent at getting the most out of these and intuitive to use. Would highly recommend this product for great all-around use, but what puts them ahead of other earbuds is their ability to withstand going on runs without falling out.",0,0,https://www.bestbuy.com/site/reviews/jabra-elite-8-active-gen-2-military-grade-wireless-in-ear-headphones-with-smart-case-black/6582100?variant=A&pageSize=20&sku=6582100&sort=BEST_REVIEW&variant=A&page=2
Great Quality,Outstanding. I am able to use these anywhere. Great sound and very comfortable. I like the way they recharge and the charge lasts a while.,0,0,https://www.bestbuy.com/site/reviews/jabra-elite-8-active-gen-2-military-grade-wireless-in-ear-headphones-with-smart-case-black/6582100?variant=A&pageSize=20&sku=6582100&sort=BEST_REVIEW&variant=A&page=2
Happy,These are working as fas background noise canceling better then the rest of the android BT's,0,0,https://www.bestbuy.com/site/reviews/jabra-elite-8-active-gen-2-military-grade-wireless-in-ear-headphones-with-smart-case-black/6582100?variant=A&pageSize=20&sku=6582100&sort=BEST_REVIEW&variant=A&page=2
Worth the buy,These are really good earbuds. Sounds good easy to use. Only issue I have is that they don’t auto connect iPhone 16 pro Max iOS 18. I always have to go in and manually connect them.,0,0,https://www.bestbuy.com/site/reviews/jabra-elite-8-active-gen-2-military-grade-wireless-in-ear-headphones-with-smart-case-black/6582100?variant=A&pageSize=20&sku=6582100&sort=BEST_REVIEW&variant=A&page=2
Awesome headphones,These have been my favorite headphones so far. I really like that you can lay sideways on a pillow and the headphones will not hurt your ear. Sound quality and connectivity is high end. I’ve even used them in the shower with no issues. The mic is great and the head phones filter out noise so that your voice is picked up first.,0,0,https://www.bestbuy.com/site/reviews/jabra-elite-8-active-gen-2-military-grade-wireless-in-ear-headphones-with-smart-case-black/6582100?variant=A&page=2&page=3&pageSize=20&sku=6582100&sort=BEST_REVIEW&variant=A
Great with okay sound,Sound is okay. I'm not an audiophile. Stays in the ear well when running. Feels more comfortable to wear for long durations than the 75t. Connectivity is great with one earbud capability.  No complaints.,0,0,https://www.bestbuy.com/site/reviews/jabra-elite-8-active-gen-2-military-grade-wireless-in-ear-headphones-with-smart-case-black/6582100?variant=A&page=2&page=3&pageSize=20&sku=6582100&sort=BEST_REVIEW&variant=A
Fantastic swan song for Jabra,"Most comfortable, best sounding no wire headphones I've ever owned, with one major caveat. These are so comfortable I forget that I have them in. No ear rubbing, no bulging on the sides of my ears. The largest size tips occupy my ear perfectly. The material does not slip out of my ear, whether in the gym or on a run, yoga/calisthenics, never had them slip.

The caveat is that your assistant cannot be turned on using the headphones while at the same time being able to control the volume using the headphones. You can, of course, use the assistant to control the volume but cannot use the buttons on the headphones while also having the buttons activate the assistant. 

Since I activate my assistant using voice commands but prefer to control volume physically, I've opted to disable the assistant being called using buttons to retain the volume control functionality. I did not dock a star as this has not diminished my enjoyment of the headphones, but I did waste 30 minutes or so trying to discover why I could not do both.",0,0,https://www.bestbuy.com/site/reviews/jabra-elite-8-active-gen-2-military-grade-wireless-in-ear-headphones-with-smart-case-black/6582100?variant=A&page=2&page=3&pageSize=20&sku=6582100&sort=BEST_REVIEW&variant=A
best workout buds ever,"JAbra has done it again everytime they release new active elites they outdo themselfs. The ANC is great ,very comfortable. Hopefully jabra reconsiters that we need these ultimate workout buds. Jabra ahs always been my go to brand.",0,0,https://www.bestbuy.com/site/reviews/jabra-elite-8-active-gen-2-military-grade-wireless-in-ear-headphones-with-smart-case-black/6582100?variant=A&page=2&page=3&pageSize=20&sku=6582100&sort=BEST_REVIEW&variant=A
Love these Jabras!,"These headphones are finally the ones that have everything I want in wireless headphones.  They fit so comfortably, it's easy to forget I have them on.  My last pair had wingtips for stability in my ear but they hurt my ear!  I read you would just have to get used to them but my ears never did.  I have tried similar style ear buds with touch control but found I like the Jabras better as they have a physical button.  Much better with the tactile feedback over the touch interface.  I haven't had the opportunity to try the smart case option yet, but that is another great option.  I like more bass in my music and was easily able to adjust the sound options in the Jabra app.  These were easy to pair with my android phone. 
Great wireless headphones.  My new favorites!",0,0,https://www.bestbuy.com/site/reviews/jabra-elite-8-active-gen-2-military-grade-wireless-in-ear-headphones-with-smart-case-black/6582100?variant=A&page=2&page=3&pageSize=20&sku=6582100&sort=BEST_REVIEW&variant=A
Good Bang For Your Buck,"Overall they’ve been a good addition to my earbud rotation. I’ve had em for about 1 month now and they’re definitely an upgrade to some of the other earbuds I had like Beats Studio buds + and beats fit pro. I particularly use these for talking on the phone while working and going about doing my daily activities and I’ve heard my voice sounds good, so no complaints there. The only gripe I have and it’s me nitpicking is the sound quality for music they’re not the best when it comes to bass and just having loud music on, but I guess I had gotten used to the beats sound. I definitely think they’re worth the price especially if you can get em on sale.",0,0,https://www.bestbuy.com/site/reviews/jabra-elite-8-active-gen-2-military-grade-wireless-in-ear-headphones-with-smart-case-black/6582100?variant=A&page=2&page=3&pageSize=20&sku=6582100&sort=BEST_REVIEW&variant=A
Best Ear Buds I have used. THEY DO NOT MOVE!,"I was skeptical at first about these ear buds being able to stay in my ear. while I know Jabra makes top quality sound devices, I was not prepared for this experience.

Pros
These FIT like they are part of your ear. I have tried at least 20 different ear buds and none fit like these. I was not sure how they would work but from the first try in the parking lot (did not want to take them home if they did not fit like all the other) I knew these were golden. After a few days of use, these have not once moved from my ear. 
Comfort these are the most comfortable ear buds I have used. As in ear devices they are like they are not even there. Amazing
Sound What a rich and clear sound. With multiple default eq settings and the ability to customize it, the sound is amazing all around in these.
ANC. This is the best ANC I have used in a while. The world disappears when you turn it on. I mean, no sound gets through. Again, amazing

Cons
- There is no ambient sound mode with music. These have a passthrough setting, but the music stops when you activate it.

These are the best ear buds I have owned, and I have tried almost all brands (not beats, I am an Android user and they are mainly apple). I would tell everyone to get these.",0,0,https://www.bestbuy.com/site/reviews/jabra-elite-8-active-gen-2-military-grade-wireless-in-ear-headphones-with-smart-case-black/6582100?variant=A&page=2&page=3&pageSize=20&sku=6582100&sort=BEST_REVIEW&variant=A
Very good,Im reviewing these earbuds as is.  I didn't end up keeping them but I really wanted to.  Everything about them is excellent.  They look great and feel great. Very durable.  The microwave was good.  I just felt like another pair of earbuds that I kept actually sounded better.  These sounds good!  They aren't bad. If you aren't comparing to any other experience you'll definitely keep them and they probably sound better than most.  Because sound was the main criteria for me.  I opted for what I thought sounded best but these are built much better,0,0,https://www.bestbuy.com/site/reviews/jabra-elite-8-active-gen-2-military-grade-wireless-in-ear-headphones-with-smart-case-black/6582100?variant=A&page=2&page=3&pageSize=20&sku=6582100&sort=BEST_REVIEW&variant=A
Jabra Elite 8 Gen 2,Love the sound quality on these earbuds. They stay in while exercising. It has a better sound than my Jaybirds.,0,0,https://www.bestbuy.com/site/reviews/jabra-elite-8-active-gen-2-military-grade-wireless-in-ear-headphones-with-smart-case-black/6582100?variant=A&page=2&page=3&pageSize=20&sku=6582100&sort=BEST_REVIEW&variant=A
Hands down all around earbuds king for me,"I bought dozens of pairs of earbuds for years and years... I own some of the premium expensive ones like the Sony, xm5s etc. And I'm telling you right now that the best all-around with the King feature of water resistance are these... Plus the codecs are very good and the battery life is sensational",0,0,https://www.bestbuy.com/site/reviews/jabra-elite-8-active-gen-2-military-grade-wireless-in-ear-headphones-with-smart-case-black/6582100?variant=A&page=2&page=3&pageSize=20&sku=6582100&sort=BEST_REVIEW&variant=A
Jabra Elite 8…up there with 10,The fit feels good! Very comfortable and they sound good.,0,0,https://www.bestbuy.com/site/reviews/jabra-elite-8-active-gen-2-military-grade-wireless-in-ear-headphones-with-smart-case-black/6582100?variant=A&page=2&page=3&pageSize=20&sku=6582100&sort=BEST_REVIEW&variant=A
Great for working out,Best workout earbuds that I’ve found. Really secure and sound good.,0,0,https://www.bestbuy.com/site/reviews/jabra-elite-8-active-gen-2-military-grade-wireless-in-ear-headphones-with-smart-case-black/6582100?variant=A&page=2&page=3&pageSize=20&sku=6582100&sort=BEST_REVIEW&variant=A
Great All-Around Earbuds,Great fit. They don't hurt my ears even after wearing them for a long time. They also feel firmly in place while doing various kind of exercise as well as while chewing. About to get another pair for my wife now that she has tried mine.,0,0,https://www.bestbuy.com/site/reviews/jabra-elite-8-active-gen-2-military-grade-wireless-in-ear-headphones-with-smart-case-black/6582100?variant=A&page=2&page=3&pageSize=20&sku=6582100&sort=BEST_REVIEW&variant=A
Jabra elite 8 gen 2,Good sound quality and they stay in mr ears really well.,0,0,https://www.bestbuy.com/site/reviews/jabra-elite-8-active-gen-2-military-grade-wireless-in-ear-headphones-with-smart-case-black/6582100?variant=A&page=2&page=3&pageSize=20&sku=6582100&sort=BEST_REVIEW&variant=A
"Fine in quality, insane QOL decisions","These earbuds leave me conflicted; on one hand they’re very comfortable, durable, and the battery life is great. On the other, there are some design choices that confuse and frustrate me. Firstly, the left earbud can’t work independently, only the right can. Also, since the last set of Jabras I owned, they have REMOVED THE OPTION TO TURN OFF ANC OR HEARTHROUGH. The option is just gone, and the noise cancellation can’t keep up with any significant amount of wind blowing across the microphone (like one would encounter biking or running). So half of the time I can’t hear my music over the sound of the noise cancellation failing. This single issue stops these from being 5 star product all on its own for me, as I can’t use my fitness earbuds for either of my main exercises. Sad to say I dropped almost $250 on a product that feels worse to use than a previous (and less expensive) edition of the same brand.",0,0,https://www.bestbuy.com/site/reviews/jabra-elite-8-active-gen-2-military-grade-wireless-in-ear-headphones-with-smart-case-black/6582100?variant=A&page=2&page=3&pageSize=20&sku=6582100&sort=BEST_REVIEW&variant=A
Great sound and call quality but poor connectivity,Sound great but connectivity to my iPhone is lackluster.,0,0,https://www.bestbuy.com/site/reviews/jabra-elite-8-active-gen-2-military-grade-wireless-in-ear-headphones-with-smart-case-black/6582100?variant=A&page=2&page=3&pageSize=20&sku=6582100&sort=BEST_REVIEW&variant=A
Perfect,"Outstanding product that hits all the marks I was looking for. The most comfortable earbuds I've used for running or any other intense exercise. They are also some of the only earbuds that don't fall out when I go on runs. Sound quality is fantastic and on par with other high end earbuds. The app and software are excellent at getting the most out of these and intuitive to use. Would highly recommend this product for great all-around use, but what puts them ahead of other earbuds is their ability to withstand going on runs without falling out.",0,0,https://www.bestbuy.com/site/reviews/jabra-elite-8-active-gen-2-military-grade-wireless-in-ear-headphones-with-smart-case-black/6582100?variant=A&page=2&page=3&pageSize=20&sku=6582100&sort=BEST_REVIEW&variant=A
Great Quality,Outstanding. I am able to use these anywhere. Great sound and very comfortable. I like the way they recharge and the charge lasts a while.,0,0,https://www.bestbuy.com/site/reviews/jabra-elite-8-active-gen-2-military-grade-wireless-in-ear-headphones-with-smart-case-black/6582100?variant=A&page=2&page=3&pageSize=20&sku=6582100&sort=BEST_REVIEW&variant=A
Happy,These are working as fas background noise canceling better then the rest of the android BT's,0,0,https://www.bestbuy.com/site/reviews/jabra-elite-8-active-gen-2-military-grade-wireless-in-ear-headphones-with-smart-case-black/6582100?variant=A&page=2&page=3&pageSize=20&sku=6582100&sort=BEST_REVIEW&variant=A
Worth the buy,These are really good earbuds. Sounds good easy to use. Only issue I have is that they don’t auto connect iPhone 16 pro Max iOS 18. I always have to go in and manually connect them.,0,0,https://www.bestbuy.com/site/reviews/jabra-elite-8-active-gen-2-military-grade-wireless-in-ear-headphones-with-smart-case-black/6582100?variant=A&page=2&page=3&pageSize=20&sku=6582100&sort=BEST_REVIEW&variant=A
